platform,app_name,date,rating,title,text
Google Play,com.nextbillion.groww,2025-12-03T10:30:29Z,5,Ayub Ali,"I have been using groww for a while, I use groww mainly for mutual funds and SIPs, and the whole process feels simple and organised. Tracking all my investments in one place is really easy."
Google Play,com.nextbillion.groww,2025-12-03T10:25:21Z,5,GULSAN NISHAD,best trading app app is better then
Google Play,com.nextbillion.groww,2025-12-03T10:21:37Z,5,Jyothi R,"This platform is user-friendly, with seamless execution for stock trading and investing. I love the detailed market insights and the ability to trade in equity, derivatives, and mutual funds all in one place. Their customer service is top-notch too, making trading stress-free. and very easy to see the sip viewand graph."
Google Play,com.nextbillion.groww,2025-12-03T09:52:50Z,1,Naresh Raj Purith,it is worst app for brokerage high charge don't use
Google Play,com.nextbillion.groww,2025-12-03T09:30:05Z,5,ramanath bhat,good. please add multiwindow option when we open the chart. otherwise we have to go back every time and open the chat for the search of new company otherwise everything is sooper..
Google Play,com.nextbillion.groww,2025-12-03T08:58:17Z,5,Ram Devarth,very good app easy learning धन्यवाद धन्यवाद धन्यवाद
Google Play,com.nextbillion.groww,2025-12-03T08:42:34Z,5,Bhishm Sahu,very good app.........
Google Play,com.nextbillion.groww,2025-12-03T08:32:24Z,5,Rather Tanveer Ahmed,best application for market investment in india
Google Play,com.nextbillion.groww,2025-12-03T08:19:07Z,5,Jyoti Patil,it's very easy to handle
Google Play,com.nextbillion.groww,2025-12-03T07:22:52Z,1,Vishnu Vijayan,There was an issue with the SIP mutual fund & I tried to contact them all the way. And my calls are simply cancelled & when I tried to send a message through groww still no response. Now in case of an emergency I don't know what I should do or whom I need to contact for support. I hope this issue gets rectified soon.
Google Play,com.nextbillion.groww,2025-12-03T01:38:21Z,2,VIVEK,"Previously under F&O category Option chain, Call and PUT OI along with their Prices are shown in single screen but now only Prices are showing, every time I open the option chain it's really annoying, kindly revert this update"
Google Play,com.nextbillion.groww,2025-12-03T00:32:03Z,5,Bittu Das,It has played a very important role in my life.
Google Play,com.nextbillion.groww,2025-12-02T23:19:44Z,5,badhuru iqbal,Multi chart view is required.
Google Play,com.nextbillion.groww,2025-12-02T23:06:56Z,5,Rashu Kumar Sirohi,Best Trading app for beginners...
Google Play,com.nextbillion.groww,2025-12-02T22:53:19Z,1,SONU,fudu sa option chain bna diya hai bahut jada slowly warak karta hai chart ko edit karne ka option nahi diya hai
Google Play,com.nextbillion.groww,2025-12-02T21:21:48Z,1,Nakum Vijay,never received call or not solved any issue regarding app
Google Play,com.nextbillion.groww,2025-12-02T20:29:51Z,5,Manoj Pandya,earn money from groww! 👍
Google Play,com.nextbillion.groww,2025-12-02T20:17:07Z,1,Prashanth,no ofs option is showing please check this issue
Google Play,com.nextbillion.groww,2025-12-02T18:27:34Z,5,Aman Rajpal,THNKS FOR IPO PANCRDNO GGOPP3561B
Google Play,com.nextbillion.groww,2025-12-02T18:26:50Z,1,Radhesh R,"Terrible app for swing traders. They show good profits while trading, but after order execution they cut massive hidden charges and deductions. A profit that should be a few hundred rupees becomes just a few rupees because of their loot-level fees. Absolutely misleading and not transparent. Swing traders, stay away. Try some other app"
Google Play,com.nextbillion.groww,2025-12-02T17:47:07Z,4,Nitesh Kumar,nice this app treding..
Google Play,com.nextbillion.groww,2025-12-02T15:50:58Z,4,sandip Raut,"please update the scalper option,,to edit the expiry date,,and strike price of index"
Google Play,com.nextbillion.groww,2025-12-02T15:34:32Z,5,Uttam Saini,Best app give money but invest Long time nahi to lose hoga 💀
Google Play,com.nextbillion.groww,2025-12-02T14:42:49Z,1,Sminil Pereira,"Need kill switch button for FnO, I know it's already available but it can be disabled also on the same day, make it in such a way that after enabling it, it should be blocked until next trading day"
Google Play,com.nextbillion.groww,2025-12-02T14:18:22Z,2,Subham,Very limited features. Don't provide much features for stock analysis etc very few stocks are visible..
Google Play,com.nextbillion.groww,2025-12-02T14:02:21Z,4,Rakesh ahirwar,nice wat propar sell odar not working
Google Play,com.nextbillion.groww,2025-12-02T13:18:32Z,5,Ravinder Chouhan,So easy to understand and work flow less
Google Play,com.nextbillion.groww,2025-12-02T13:01:34Z,1,Sreethu M S,"app had a lag and not always real time, very bad customer service and not friendly for beginners"
Google Play,com.nextbillion.groww,2025-12-02T12:59:41Z,4,Suprith k Mithra,"user friendly, understand quick & easy."
Google Play,com.nextbillion.groww,2025-12-02T12:37:48Z,1,Jaskaran Handa,one of the worst app i have ever used their customer service is pathetic they take hours to reply and most of them don't know what to do. they were not able to solve a tiny Autopay issue. there are many more other brokers please don't the same mistake as mine you will regert later.
Google Play,com.nextbillion.groww,2025-12-02T12:31:29Z,1,Pratap Borade,indmony वर future & option साठी ₹5 आहे groww वर तेच ₹20 घेतात future &option साठी indmony चांगला आहे
Google Play,com.nextbillion.groww,2025-12-02T12:23:17Z,1,Yash Jain,"I have been a groww user and started using groww upi to invest. it's been 2 days that I haven't received upi mandate to invest in ipo. When will it come, when it will shut down and then they doesn't allow to change mode of payment. Even help looks like no use. What a shameful act by groww."
Google Play,com.nextbillion.groww,2025-12-02T12:02:31Z,1,Pradeep Kaul,Groww Customer Support I am waiting for a response from Customer Support chat for the last 15 minutes to my query but no reply. This is unprofessional and poor customer service
Google Play,com.nextbillion.groww,2025-12-02T11:40:32Z,4,Keya Chakraborty,+Groww App is the best only for mutual fund and investment. ❤️👍 -(Not option trading )❌ (Option trading is not good because no position was showing Sometimes after buying punching the order) overall groww best 10/8
Google Play,com.nextbillion.groww,2025-12-02T11:25:31Z,5,The Anubhav,Best App for all beginners and pro simply amazing great job by Groww Team keep it up.
Google Play,com.nextbillion.groww,2025-12-02T11:24:03Z,5,Nilesh,i cannot view the ipo related videos now with the latest update. Please fix the bug. *Edit*: it fixed on its own. idk how.
Google Play,com.nextbillion.groww,2025-12-02T11:03:21Z,1,Vinod SV,too much glich in grow app
Google Play,com.nextbillion.groww,2025-12-02T11:01:47Z,2,SHOW TECH,too much buffering fix it
Google Play,com.nextbillion.groww,2025-12-02T11:00:36Z,5,Soumik Pal,this is very good app
Google Play,com.nextbillion.groww,2025-12-02T10:57:38Z,1,reuelscientific chemical,"""Groww ka customer support bilkul satisfactory nahi hai. Response time bohot slow hai aur queries ka proper solution nahi milta. Itne bade platform ke hote hue bhi customer issues ko seriously handle nahi kiya jaata. Kripya customer support ko fast, helpful aur responsive banaya jaye. Users ko timely assistance milna bahut zaroori hai."""
Google Play,com.nextbillion.groww,2025-12-02T10:33:17Z,5,Arvind Suresh,"Please add an option for Dividend Reinvestment Plans (DRIPs) for Dividend Stock Holders. Also, please add Commodities and Forex to the app."
Google Play,com.nextbillion.groww,2025-12-02T10:12:34Z,5,Shayan Sufiyan,best app for beginners
Google Play,com.nextbillion.groww,2025-12-02T10:00:31Z,5,Raman Khanna,this app simplify market and trading
Google Play,com.nextbillion.groww,2025-12-02T09:58:28Z,3,Ganesh More,"Love this app, but can you implement a feature to gift a stocks from 1 portfolio to another or other person's portfolio?"
Google Play,com.nextbillion.groww,2025-12-02T09:47:59Z,5,Vikash E.S,the is best sip of India
Google Play,com.nextbillion.groww,2025-12-02T09:27:50Z,5,asit kumar mishra,groww is one of our future wealth wishers.. thanks 👍
Google Play,com.nextbillion.groww,2025-12-02T07:30:24Z,1,Vinayak G.,Bhikari App Asking to pay Rs.100+GST for changing contact details.
Google Play,com.nextbillion.groww,2025-12-02T07:08:33Z,1,manoj pal,I have been trying to change my account number for a long time but it has still not changed.
Google Play,com.nextbillion.groww,2025-12-02T03:36:53Z,5,Aman sharma,best for you beginners
Google Play,com.nextbillion.groww,2025-12-02T00:11:27Z,4,Pujan Tamang,"Good app for Mutual Funds, but investing directly on stocks is not as good as INDmoney. Hope we can link our external stocks here too like we can with our mutual funds."
Google Play,com.nextbillion.groww,2025-12-01T23:45:24Z,5,BHASKAR DAS GUPTA,GROWW NEW UPDATE IS AWESOME. SEEN FULL OPTION CHAIN AND GREEKS. FOR BETTER TRADING EXPERIENCE.THANK YOU SO MUCH. GROWW IS THE BEST TRADING PLATFORM IN INDIA. I LOVE YOU GROWW.
Google Play,com.nextbillion.groww,2025-12-01T22:58:18Z,5,prashanth umapathi,safe and good to use...I'm using from 10yrs
Google Play,com.nextbillion.groww,2025-12-01T22:32:47Z,5,Nagpal Darji,good app . please add us stock feature in mobile app . .
Google Play,com.nextbillion.groww,2025-12-01T22:16:03Z,4,Ritesh Sahu,"groww app is showing wrong candle of index chart .Ex, when market up side showing red candle in movementum and when market down side movementum showing green candle. that's wrong indicate. not true. please improve , I notised this last 6 month, fourth time's. if you want screenshot i will share to you cantact me."
Google Play,com.nextbillion.groww,2025-12-01T22:10:52Z,5,Naresh kalakuntla,it's easy to using an app
Google Play,com.nextbillion.groww,2025-12-01T22:02:14Z,1,The Cuber,good app but sells my data to 3rd party stock brokers
Google Play,com.nextbillion.groww,2025-12-01T21:32:34Z,2,Gugloo Tiwari,There is very unexpected from the side of grows company. They will start charge for edit personal details in grow app.
Google Play,com.nextbillion.groww,2025-12-01T21:26:58Z,5,arjun baiga,share market is the best apps 🥰🥰
Google Play,com.nextbillion.groww,2025-12-01T21:24:03Z,5,Nijara bharali,great app to start investing
Google Play,com.nextbillion.groww,2025-12-01T20:50:47Z,5,Pooja Kumari,Simple use for a beginners
Google Play,com.nextbillion.groww,2025-12-01T20:44:15Z,4,Parthiv Savaj,need some more improvement. btw good application.
Google Play,com.nextbillion.groww,2025-12-01T20:19:56Z,1,pankaj kumar Pandey,groww ke system glitch kafi hai.
Google Play,com.nextbillion.groww,2025-12-01T20:17:04Z,5,Mohd. Faheem,very useful for beginners
Google Play,com.nextbillion.groww,2025-12-01T18:05:24Z,3,siraj khan,"There is no feature of "" Profit / Loss in Percentage"" for open positions. Only amount is shown....."
Google Play,com.nextbillion.groww,2025-12-01T16:23:52Z,2,A J,App sahi hai... Chalana bhi easy hai magar kabhi kabhi order execute krne me problem ho jati hai... Sabse badi problem to ye hai ki inka brokerage ₹40-₹54 per trade or taxes alag se ₹15-₹20 hota jo bahut hi disappointed hai is tarah har order execute krne me ₹50+ kat jata hai... agar esa hi chlta raha to bahut jldi mujhe groww app chodna padega... Iske prblm ke liye mai already other app search krne me Lg chuka hu..
Google Play,com.nextbillion.groww,2025-12-01T16:15:46Z,1,sasanala chandana,I am unable to open my app it's not responding
Google Play,com.nextbillion.groww,2025-12-01T15:53:02Z,5,Vivek Kumar,very much easy and best app for investment must trusted and reliable.
Google Play,com.nextbillion.groww,2025-12-01T15:44:36Z,3,mahennautiyal,application glith shows something and the actual result is different. Trade gets closed and the screen shows a strange amount which was not there during trade.
Google Play,com.nextbillion.groww,2025-12-01T15:39:46Z,5,Dr. HARIHARAN,user friendly more options for making money and doing investment here
Google Play,com.nextbillion.groww,2025-12-01T15:28:02Z,1,sahim khan,every time when index goes up it's getting hang worst experience for future and options 👎
Google Play,com.nextbillion.groww,2025-12-01T14:41:46Z,5,Sampreeti Nayek,AMAZING SUPERB XCELLENT
Google Play,com.nextbillion.groww,2025-12-01T13:43:49Z,5,Nageswar S A P,add global market for investment
Google Play,com.nextbillion.groww,2025-12-01T13:41:59Z,1,Deekshith Challa (Creative soul dreamer),too much CHARGES and TAXES. if you get 100rs profit 50-60rs will be taxes while buying and for maintaining and for even selling the stocks.! worst experience I have been using thinking getting profits for trading but everything is loss when you use trade buy sell stocks through Grow.! advice you to not use grow. better there are a lot of platforms! compare others but don't come to grow. even upstox is also useless it charges montly and yearly charges. better go for zeroda.
Google Play,com.nextbillion.groww,2025-12-01T13:00:26Z,4,Akshansh Raghav,good App but brokrage charge thoda kam hona chahiye. .
Google Play,com.nextbillion.groww,2025-12-01T12:58:55Z,1,Vishnu Mohanan,Unable to see all stock SIPs in one place 👎
Google Play,com.nextbillion.groww,2025-12-01T12:49:38Z,1,naveen sharma,Nifty 50 mein Triggered 65 Target Par archive hone k baad bhi sell naa hokar 59.25 kar diya
Google Play,com.nextbillion.groww,2025-12-01T12:22:49Z,1,Chandni Ladani,bad app can't deposit money or withdraw it.
Google Play,com.nextbillion.groww,2025-12-01T12:12:56Z,1,manmeet singh,very expensive brokerage charge
Google Play,com.nextbillion.groww,2025-12-01T11:31:24Z,3,dharmendra saini,please update new feature but this application amezing
Google Play,com.nextbillion.groww,2025-12-01T11:31:16Z,2,Pallavi Golatkar,Chart takes time to load
Google Play,com.nextbillion.groww,2025-12-01T11:25:29Z,5,Altaf,best trading app but charges are too High
Google Play,com.nextbillion.groww,2025-12-01T11:09:01Z,1,Rina Jaiswal,"this app , cut money automatically"
Google Play,com.nextbillion.groww,2025-12-01T10:57:50Z,5,Sankalp Raj Dwivedi,"very good app good interface, for investing."
Google Play,com.nextbillion.groww,2025-12-01T10:51:34Z,5,Dharmesh Rathod,best app ever used and recommend to everyone in this world
Google Play,com.nextbillion.groww,2025-12-01T10:19:30Z,5,Kamlesh KD,Charge a little less
Google Play,com.nextbillion.groww,2025-12-01T10:17:45Z,5,Omkar Jangle,this app is nice but feature complicated for beginners advance understand please. thanks 👍🏻
Google Play,com.nextbillion.groww,2025-12-01T10:11:58Z,5,Rakesh Sahoo,"good ui, nothing other"
Google Play,com.nextbillion.groww,2025-12-01T09:47:10Z,1,bala venkatareddy,worst service go to zerodha
Google Play,com.nextbillion.groww,2025-12-01T09:41:54Z,5,Dibyajyoti Dang,it would be a good addition to this app if we can calculate how much shares we need to buy to make the average price near to the market value.
Google Play,com.nextbillion.groww,2025-12-01T09:30:43Z,5,Biswaranjan Paul,Nice app for invester
Google Play,com.nextbillion.groww,2025-12-01T09:19:31Z,4,PPM Entertainment,learn from growe share market
Google Play,com.nextbillion.groww,2025-12-01T09:14:38Z,1,Nilesh Bais,server down today app not working
Google Play,com.nextbillion.groww,2025-12-01T09:11:54Z,5,kailashchandra teli,please add stock rent service
Google Play,com.nextbillion.groww,2025-12-01T07:45:53Z,1,Alex Alex,"4h charts and some small TFs are not visible fully, only a partial area is working in charts"
Google Play,com.nextbillion.groww,2025-12-01T07:27:20Z,5,Usha Rani,very good and easy app for beginners
Google Play,com.nextbillion.groww,2025-12-01T07:04:53Z,4,Jamila khatun Kadri,very best experience because all of the method was very easly clear and very smoothly process is clear
Google Play,com.nextbillion.groww,2025-12-01T06:31:54Z,4,Pravin gawas,good platform for mutual fund
Google Play,com.nextbillion.groww,2025-12-01T02:30:25Z,5,sahani anil,everything is a good but without trailing stop loss feature seems to be worth
Google Play,com.nextbillion.groww,2025-12-01T01:01:23Z,5,SIVA KUMAR,very good experience
Google Play,com.nextbillion.groww,2025-11-30T23:44:42Z,4,Sunil Kumar,this app is Fantastic 😍 and my opinion in india number one trading platform 🙏🙏and customer service peacefully 👍👍👍
Google Play,com.nextbillion.groww,2025-11-30T23:15:34Z,5,Kundan Singh,good excellent app investment
Google Play,com.nextbillion.groww,2025-11-30T23:07:54Z,5,shubham p suryawanshi,excellent app I have only one issue with mf investment many times I place mf redemption or investment orders but after I realise that I placed wrong amount or doesn't need that redemption then I can not cancel mf order like stock order
Google Play,com.nextbillion.groww,2025-11-30T22:40:24Z,5,Rvshwet Vishwakarma,extent app for treders trustable
Google Play,com.nextbillion.groww,2025-11-30T22:30:13Z,5,Shivam Kgs,super best quality app
Google Play,com.nextbillion.groww,2025-11-30T22:16:32Z,3,Rina Soni,please instant update chart all indicator trend line layout every thindin app hardly request
Google Play,com.nextbillion.groww,2025-11-30T21:46:57Z,5,Dhaval Dabgar,very useful aap for stocks
